3;1727803681247;"";"";"";
3;1727803775948;"";"";"";
3;1727875223784;"";"";"";
3;1727953615080;"";"";"";
3;1728044061243;"";"";"";
3;1728294755430;"";"";"";
3;1728299810172;"";"";"";
3;1728468509317;"";"";"";
3;1728554227922;"";"";"";
3;1729502617508;"";"";"";
3;1729509346667;"";"";"";
3;1729534721800;"";"";"";
3;1729537896662;"";"";"";
3;1729542211840;"";"";"";
3;1729589303591;"";"";"";
3;1729594997000;"";"";"";
3;1729600368599;"";"";"";
3;1729600903346;"";"";"";
3;1729610780363;"";"";"";
3;1729611515709;"";"";"";
3;1729616978957;"";"";"";
3;1730234882283;"";"";"";
3;1730747717311;"";"";"";
3;1730756475887;"";"";"";
3;1730756885070;"";"";"";
3;1730758822281;"";"";"";
3;1730759640156;"";"";"";
3;1730759806434;"";"";"";
3;1730760206799;"";"";"";
3;1730760675801;"";"";"";
3;1730760984361;"";"";"";
3;1730761029073;"";"";"";
3;1730802367215;"";"";"";
3;1730803710407;"";"";"";
3;1730803951002;"";"";"";
3;1730805139215;"";"";"";
3;1730807939877;"";"";"";
3;1730808502187;"";"";"";
3;1730809668931;"";"";"";
3;1730813755875;"";"";"";
3;1730814182824;"";"";"";
3;1730906301151;"";"";"";
3;1731170898437;"";"";"";
3;1731181064425;"";"";"";
3;1731318525878;"";"";"";
3;1731419764176;"";"";"";
3;1734455397097;"";"";"";
3;1734455561480;"";"";"";
3;1734517477597;"";"";"";
3;1734519944507;"";"";"";
3;1734531945126;"";"";"";
3;1734955272852;"";"";"";
3;1735334728642;"";"";"";
3;1735937287426;"";"";"";
3;1738807240143;"";"";"";
3;1739625173040;"";"";"";
3;1739629653297;"";"";"";
3;1739878928449;"";"";"";
3;1739954450020;"";"";"";
3;1740133966351;"";"";"";
3;1740286156791;"";"";"";
3;1740368049819;"";"";"";
3;1740467882289;"";"";"";
3;1740472621672;"";"";"";
3;1740579983770;"";"";"";
3;1740626647576;"";"";"";
3;1740641246248;"";"";"";
3;1740710118262;"";"";"";
3;1741078707812;"";"";"";
3;1741080124303;"";"";"";
3;1741249720643;"";"";"";
3;1741327703346;"";"";"";
3;1741338079406;"";"";"";
3;1741357943361;"";"";"";
3;1741614037686;"";"";"";
3;1741674638022;"";"";"";
3;1741684277854;"";"";"";
3;1741702311921;"";"";"";
3;1741705500374;"";"";"";
3;1741708195822;"";"";"";
3;1741709847300;"";"";"";
3;1741710162919;"";"";"";
3;1741710904185;"";"";"";
3;1741751642305;"";"";"";
3;1741760807065;"";"";"";
3;1741778902290;"";"";"";
3;1741843058103;"";"";"";
3;1741857554021;"";"";"";
3;1741867341664;"";"";"";
3;1741868754293;"";"";"";
3;1741869449782;"";"";"";
3;1741871366742;"";"";"";
3;1741872537863;"";"";"";
3;1741875467150;"";"";"";
3;1741923397369;"";"";"";
3;1741925158285;"";"";"";
3;1741925984599;"";"";"";
3;1741926039126;"";"";"";
3;1741926101222;"";"";"";
3;1741926199517;"";"";"";
3;1741926273889;"";"";"";
3;1741926323906;"";"";"";
3;1741928329298;"";"";"";
3;1741929969984;"";"";"";
3;1741931400131;"";"";"";
3;1741957273843;"";"";"";
3;1741966254112;"";"";"";
3;1742051051950;"";"";"";
3;1742059553976;"";"";"";
3;1742059721542;"";"";"";
3;1742060987986;"";"";"";
3;1742111510571;"";"";"";
3;1742112841253;"";"";"";
3;1742185708660;"";"";"";
3;1742188853997;"";"";"";
3;1742189753831;"";"";"";
3;1742201591189;"";"";"";
3;1742229895706;"";"";"";
3;1742265838715;"";"";"";
3;1742267544184;"";"";"";
3;1742277776481;"";"";"";
3;1742284503374;"";"";"";
3;1742287610421;"";"";"";
3;1742290308745;"";"";"";
3;1742291007191;"";"";"";
3;1742291362572;"";"";"";
3;1742291680079;"";"";"";
